ID,Produto,Preco,supabase
1,"""PARTIU CHIPS DE FRUTA DE COCO LIOFOLIZADO20 GR ORGANZA""","R$ 40,60",1366
7900000000000,"""PARTIU CHIPS DE FRUTA DE BANANA LIOFILIZADA20 GR ORGANZA""","R$ 36,08",1367
7900000000000,"""CON BIOEXT JABORANDI QUILAIA ALECRIM 250ML"",","R$ 32,51",1368
7900000000000,"""CON BIOEXT JABORANDI QUILAIA ALECRIM 250ML"",","R$ 24,03",1369
7900000000000,"""ESMALTE IMPALA BL NOW UNITED PARANA EH"",","R$ 31,84",1370
,"""ESMA IMPALA BL NETFLIX BRAND NOVELE ESCANDAL6X1"",","R$ 26,48",1371
7900000000000,"""ESSENCIA EXPLODIU GOSTEI PLURI 00000000296413""","R$ 31,04",1372
7900000000000,"""LOCAO HIDRAT INFAN. BEBE VIDA PRIMEIROS MESES 1X200ML""","R$ 40,80",1373
631000000000,"""BALA GENGIBREMEL E PROP 45GR"",","R$ 32,54",1374
7900000000000,"""ESSENCIA NOSSA MUITO EU PLURI 00000000296414""","R$ 32,60",1375
,"""VITAFOR - COQUETELEIRA 600ML VERMELHA"",","R$ 26,24",1376
7900000000000,"""ESSENCIA QUEM DIRIA VIDA PLURI 00000000278210""","R$ 38,70",1377
7900000000000,"""FILTRUM COLOR FPS70 COR 30 50G"",","R$ 27,98",1378
,"""AGULHA 30X80 BD"",","R$ 43,67",1379
367486,"""ARLIVRY 70 MG/ML SOL OR FR 100 ML"",","R$ 19,27",1380
7900000000000,"""HEDERA CIMED 70 MG/ML SOL OR FR 100 ML"",","R$ 19,99",1381
1020,"""CABO PP FLEXIVEL 1KV 2X40 MM CORFIO SIL"",","R$ 34,06",1382
7900000000000,"""SANDRENA 10% 28SACHE"",","R$ 20,33",1383
116480,METAMUCIL LARANJA 10UNIDADES,"R$ 29,71",1384
142298,NALDECON NOITE 4CPR,"R$ 17,85",1385
159197,CETAPHIL CR HIDRAT 453G,"R$ 14,19",1386
162173,PRESERV BLOWTEX PERFORME EX GDE LUB C3,"R$ 13,52",1387
168632,GATORADE SABOR MORANGO-MARACUJA 500ML,"R$ 16,12",1388
178174,CHICLE TRIDENT TUTTI FRUTTI 8 G,"R$ 30,47",1389
194969,MANTEIGA CACAU ROLLON RIVKA,"R$ 16,03",1390
198394,COMPRESSA GAZE 10UNID CREMER,"R$ 37,72",1391
209022,CAMISA MALHA ML,"R$ 33,64",1392
210942,FRUSALT TRADICIONAL ENVELOPE 5G,"R$ 26,50",1393
213837,ARRETADO 24FLAC. 20ML (CAFEINA + TAURINA,"R$ 15,79",1394
226875,CHICLE TRIDENT MENTA 1X1,"R$ 44,45",1395
226912,CICAPLAST BAUME B5 TUBO 20ML,"R$ 37,52",1396
236256,FRD.MAMYP.CALCA REG.RN.6X20,"R$ 18,32",1397
238960,SERINGA DESC. 20ML C/AG C/50,"R$ 17,21",1398
240383,PRESERV BLOWTEX MORANG CHOCO C 3,"R$ 40,32",1399
243995,LEITE MILNUTRI 800GR,"R$ 36,15",1400
244121,CENTRUM MULHER CPR 1X60-DEMAIS PROD,"R$ 44,83",1401
245678,PRESERV.PRUDENCE MELANCIA 12X3,"R$ 31,47",1402
253901,PRESERV BLOWTEX ORGAZ MAX C/ 3,"R$ 29,87",1403
272162,ESPONJA BANHO 3M PON,"R$ 46,77",1404
275491,ESMALTE ARCO IRIS 10 - FEIXE DE LUZ,"R$ 19,33",1405
275569,ESMALTE CR N. 215 - PIPOCA DOCE C/6,"R$ 24,87",1406
275668,ESMALTE CR N. 237 - MEIA DE SEDA C/6,"R$ 17,98",1407
275682,ESMALTE NUDE CADA UM TEM 08 - ROSA ACAI,"R$ 31,94",1408
277631,ESMALTE CR N. 211 - GELEIA DE AMORA C/6,"R$ 46,34",1409
277839,ZETIA 10MG C/30 COMP-OUTROS,"R$ 19,48",1410
282253,SERINGA BD UF 10X1 INSULINA 1ML 8X3,"R$ 33,67",1411
284882,CHICLE TRIDENT HORTELA 21X1,"R$ 43,78",1412
286442,DORALGINA 100 DRG 25X4 (CAFEI+DIP+ISOME),"R$ 132,63",1413
288354,SAB DOVE KARITE 90G,"R$ 15,37",1414
291606,VICK BABYRUB 12G REFERENCIA,"R$ 26,79",1415
294782,REMOVEDOR DE ESMALTE FARMAX 12X100ML,"R$ 32,31",1416
295147,PRESERV PRUDENCE SABORES MORANGO 12UN,"R$ 33,07",1417
296458,STILGRIP SACHE 1 UNID,"R$ 34,63",1418
297677,DESODORANTE NIVEA ROLL DRY IMPACT 50ML,"R$ 24,03",1419
302241,AD-VITAM 20ML,"R$ 33,98",1420
303101,ESM IMPALA BL VIVA AME GT 3D BRILHE COMO DIAMANTE 1UN,"R$ 25,52",1421
313667,PO DESC DOURA PELOS 50 G,"R$ 19,76",1422
317870,FLANAX 550 MG C/02 COMP-REFERENCIA,"R$ 27,80",1423
319263,VALDA FRIENDS PAST S/ACUC 30X25G,"R$ 30,32",1424
319959,CHICLE MENTOS GARRAFA MENTA/TUTFRUT UP2U DP/0006,"R$ 13,63",1425
325288,AGULHA 13X3 BD 100X1,"R$ 13,62",1426
326780,REPELENTE EXPERT 10HRS L200ML P100ML,"R$ 16,62",1427
330411,PRESERVATIVO BLOWTEX LUBRIFICADO ACTION,"R$ 20,19",1428
330428,PRESERVATIVO BLOWTEX LUBRIFICADO MORANGO,"R$ 40,34",1429
333788,REGEDERME G3 200G PROFISSIONAL,"R$ 13,30",1430
335959,SER BD INSUL FINE 8MM 50U C 100,"R$ 46,73",1431
340335,ESMALTE RISQUE BL ENERGIA 6X1,"R$ 49,30",1432
341899,CARGA MACH3 CARTELA 2,"R$ 22,10",1433
352024,CLIMENE C/21 DRG,"R$ 26,96",1434
354844,APARELHO PRESTOBARBA CAB FIXA 2,"R$ 36,79",1435
356015,MAGNESIO DIMALATO C/60CPS DUOM,"R$ 36,67",1436
356251,MASCARA KN95 PCT 1 UND,"R$ 16,02",1437
357289,FEXOFENADINA 180MG 10CPR NQ,"R$ 18,90",1438
358811,COQUETELEIRA TRANSPARENTE 700ML,"R$ 45,16",1439
358842,CENTRUM MULHER C/ 60 COMP ESSEN,"R$ 44,29",1440
367394,IMPRESSORA ELGIN I9 FULL USB/SERIAL/ETHERNET,"R$ 47,14",1441
367400,ESM IMPALA DENGO PEROLADO,"R$ 20,36",1442
367479,CHICLETE GOMA DE MASCAR MENTOS WHITE (GARRAFA) PURE WHITE,"R$ 32,57",1443
367868,ESM IMPALA PONTO DE LUZ,"R$ 20,06",1444
367936,FINALIZ. UMECT. OLEO DE COCO 150GR (BIO EXTRATUS),"R$ 33,61",1445
368506,ADVIL EXTRA ALIVIO 400MG 2CPS,"R$ 32,93",1446
370066,MENTOS LATA KISS MINT MENT,"R$ 16,00",1447
371346,AGUA MICELAR ACIDO HIALURONICO - 200ML,"R$ 36,58",1448
373715,ESMALTE COLORAMA MELANCIA CREMOSA,"R$ 31,39",1449
375191,MASCARA DESC TRIPLA INF AMARELO C/10 UN,"R$ 27,74",1450
376198,VENVANSE 30MG C 28 CAPS,"R$ 29,76",1451
382571,BIOPANTOVIT S/BOLDO 10ML,"R$ 18,69",1452
383400,LEITE PO NINHO INTEG 1X380G,"R$ 42,63",1453
383523,CATETER INTRAVENOSO N 18G VERDE,"R$ 34,54",1454
387347,MENTOS GOMA MONO PECAS PURE FRESH/WHITE SORT,"R$ 14,39",1455
391573,EPAREMA C/4 FLAC 10 ML,"R$ 29,54",1456
392006,ESMALTE COLORAMA BL INCOLOR 1X1,"R$ 42,13",1457
392570,SH DERCOS ENERG REFIL 200ML,"R$ 39,28",1458
393027,GUARANÁ ANTARTICA SEM AÇÚCAR 350ML,"R$ 36,03",1459
393034,ISOTÔNICO GATORADE MARACUJÁ 500ML,"R$ 43,21",1460
393058,ISOTÔNICO GATORADE SABOR UVA,"R$ 20,49",1461
393065,ISOTÔNICO GATORADE SABOR LIMÃO,"R$ 13,27",1462
393089,ENERGETICO RED BULL ENERGY DRINK 250ML,"R$ 49,10",1463
394024,ESMALTE RISQUE BL BALI 1X1,"R$ 25,79",1464
394642,ANTHE ULT COVER F70 COR 3.0 40G,"R$ 41,91",1465
395793,ISOTÔNICO GATORADE SABOR FRUTAS CITRICAS,"R$ 26,36",1466
397360,ISOTÔNICO GATORADE SABOR TANGERINA,"R$ 41,37",1467
397377,ISOTÔNICO GATORADE SABOR LARANJA,"R$ 49,50",1468
397810,MACA PERUANA + ZMA BLACK 2200MG C/300CPS,"R$ 23,59",1469
398060,CAMISA SOCIAL MASC MC,"R$ 49,49",1470
400169,ENTREGA BLACK FRIDAY,"R$ 16,02",1471
400992,H2OH LIMÃO COM GÁS 500ML,"R$ 47,30",1472
403375,TRIDENT 8G SABOR MELANCIA,"R$ 14,01",1473
403436,SERINGA 3ML BD C/AGULHA,"R$ 25,82",1474
404273,H2OH LIMONETO COM GÁS 500ML (BRANCO),"R$ 22,05",1475
407601,EXPEC 120ML,"R$ 35,85",1476
408790,ESMALTE RISQUE BL DUNA 1X1,"R$ 33,96",1477
410250,GATORADE MORANGO-MARACUJA PET 500ML SIXPACK,"R$ 41,07",1478
410397,ABS MILI NOT SUAVE COM ABAS 1X16 UND,"R$ 21,36",1479
410403,BALAS DE GENGIBRE E MENTOL 40g,"R$ 38,48",1480
412063,CENTVITA COMPLEXO B 400 MG 60 COMP,"R$ 38,87",1481
413213,GATORADE LARANJA PET 500ML SIXPACK,"R$ 25,48",1482
413220,GATORADE UVA PET 500ML SIXPACK,"R$ 48,03",1483
414333,ATURGYL AD SPRAY 15ML,"R$ 35,54",1484
415835,OXIMETRO DE PULSO MULTILASER PRETO,"R$ 34,59",1485
418911,LUVA PROCEDIMENTO PROF PP C100 UN,"R$ 31,61",1486
422253,COQUETELEIRA SIMPLES,"R$ 42,79",1487
424257,EZETIMIBA 10MG 30CPR EMS,"R$ 37,96",1488
428033,GATORADE FRUTAS MORANGO E MELANCIA PET 500ML SIXPACK,"R$ 28,41",1489
430326,***********DIPIRONA NAO USAR AQUI,"R$ 23,77",1490
430623,T-ZEUS 30 30CP,"R$ 23,28",1491
430869,ZIINZIIN MANTEIGA DE CACAU,"R$ 21,69",1492
432092,LIXA ANATOMICA COLOR NOVO VISUAL,"R$ 22,01",1493
433914,ESMALTE IMPALA CONFETI,"R$ 29,78",1494
434317,POMADA MILAGROSA 150G,"R$ 15,31",1495
434607,BUSCOPAN COMPOSTO C/04CPR,"R$ 14,32",1496
435253,LEVOTIROXINA 112MG BL C 30CP MER,"R$ 17,42",1497
435475,LEMONT 10+5MG 7CPR,"R$ 18,08",1498
436731,LEMONT 10+5MG 14CPR,"R$ 33,50",1499
437424,ESM RISQUE BL NUDES LINDA LEVE NUDE 6X1,"R$ 32,47",1500
437431,ESM RISQUE BL NUDES TERRACOTA PROVOCA 6X1,"R$ 30,56",1501
438346,NASOJET KIDS 9MG AERO 100 ML NATULAB (S),"R$ 34,07",1502
445612,SACOLA PLASTICA VALBAGS PACK FORT 60X70C CX/0500/UN,"R$ 92,82",1503
448161,HIDROTEN PO ORAL C/4 SACHES,"R$ 20,02",1504
448819,PRES BLOWTEX SKYN EX GRANDE 3U,"R$ 29,85",1505
449458,BATOM MAGICO COLORIDO,"R$ 47,91",1506
450843,CR BARE VANILLA VICTORIA´S SECRET 236ML,"R$ 34,03",1507
453899,OAZ PROT SOL BOB ESPONJA 60FPS 125ML,"R$ 33,26",1508
454537,SAB GB CHERRY 1X90GR,"R$ 48,64",1509
456425,GINO-CANESTEN 1,"R$ 15,04",1510
456715,BFEMME LAPIS C APONTADOR ONCA . UN-0001-UN,"R$ 20,58",1511
457453,LEVOXIN 250MG 7CPR DESMARCADOS,"R$ 24,29",1512
457811,ESMALTE COLORAMA NU CEREJA 6X1,"R$ 44,22",1513
462686,CETOCONAZOL SHAMPOO 100ML NATIVA,"R$ 42,08",1514
463744,ESM DAILUS COM FIN TOP COAT BRILHO Q C/6,"R$ 43,09",1515
464741,QUETIAPINA 25MG C/ 30 CPR GEN NOVA QUIMICA DESMARCADOS,"R$ 47,86",1516
465977,ESMALTE COLORAMA NU NUTRIBASE PRO FORTALECIMENTO 1X1,"R$ 43,12",1517
469988,SACOLA PLASTICA FORT REC BIODEG38X48CM FD/0500/UN,"R$ 15,49",1518
473132,PERFUME GABRIELA SABATINI 60ML,"R$ 35,31",1519
475808,PARACETAMOL 750MG 20CPR NEO QUIMICA,"R$ 30,03",1520
476089,KIT DES AERO GIOVANNA BABY CHE C/2 150ML,"R$ 37,65",1521
476669,VIVAI MASCARA P CILIOS 2 em 1,"R$ 48,51",1522
486057,GLOSS MAGICO DA VO CORES,"R$ 41,66",1523
486262,ESM DAILUS COM Q CREM LICOR D CEREJA 1X1,"R$ 41,32",1524
486286,ESM DAILUS COM LHAMA SENTIMENTAL SOU 1X1,"R$ 21,21",1525
486293,ESM DAILUS COM FIN TOP COAT BRILHO Q 1X1,"R$ 26,13",1526
597546,PORC EMBR 71X71 71217 ACET RET 71217 (CAIXAS: 1 ),"R$ 26,42",1527
3083512,SQUEEZE ATLHETICA,"R$ 17,31",1528
3085844,CAMISETA PROMOCIONAL M JBP,"R$ 19,39",1529
5600190,EXIBIDOR CARROSSEL GARRAFA,"R$ 31,18",1530
42110200,CR NIVEA SOFT PT 49G,"R$ 49,21",1531
42176763,GEL FACIAL ESFOLIANTE NIVEA 75ML-DEMAIS PROD,"R$ 49,18",1532
42277217,CR NIVEA LATA 29G,"R$ 27,47",1533
42355465,CR NIVEA LATA MEN 30G,"R$ 18,71",1534
42360407,CR NIVEA FAC NUTRITIVO 100G-DEMAIS PROD,"R$ 17,94",1535
42360414,CR NIVEA FAC ANTISSINAIS 100G-DEMAIS PROD,"R$ 36,14",1536
42389248,CR NIVEA FACIAL NOTURNO 100G-OUTROS,"R$ 38,74",1537
42398004,NIVEA CREME FACIAL HIDRATANTE EM GEL 100GRS,"R$ 38,93",1538
42428831,CR NIVEA MAOS LUMINOUS FPS15 50G,"R$ 46,74",1539
75031060,DOVE MEN + CARE CUIDADO TOTAL 50 G,"R$ 45,40",1540
75062835,DESODORANTE STICK DOVE ORIGINAL 1X45GR,"R$ 39,44",1541
75062842,DESODORANTE STICK DOVE INVISIBLE DRY 1X45GR,"R$ 22,77",1542
75076696,DESODORANTE STICK DOVE MEN BARRA COMFORT PROTECTION 1X45GR,"R$ 17,15",1543
75076702,DESODORANTE STICK DOVE MEN SPORT FRESH 1X45GR,"R$ 18,82",1544
75076719,DESODORANTE STICK DOVE MEN BARRA INVISIBLE DRY 1X45GR,"R$ 37,13",1545
75076818,DESODORANTE REXONA CLINICAL WOMEN CLASSIC 1X58GR,"R$ 20,18",1546
75076825,DESODORANTE STICK REXONA CLINICAL MEN CLEAN 1X58GR,"R$ 33,60",1547
75076870,DESODORANTE STICK REXONA CLINICAL WOMEN EXTRA DRY 1X58GR,"R$ 18,31",1548
77941824,DEO DOVE AERO ORIGINAL COMP 85ML,"R$ 20,18",1549
78600027,TIC TAC PASTILHA LARANJA,"R$ 30,29",1550
78605831,PASTILHA TIC TAC 16GRS MORANGO,"R$ 40,55",1551
78900813,VALDA PASTILHA FLIP TOP 24G,"R$ 17,37",1552
78905108,MINANCORA POM 30G,"R$ 29,01",1553
78906617,CR NIVEA MD 56G-DEMAIS PROD,"R$ 31,36",1554
78906884,VALDA PAST SACHE 12G,"R$ 15,60",1555
78907850,LO HID PAIXAO INSPIRADORA (ONLY YOU) 1X200ML,"R$ 39,53",1556
78907874,OLEO AMENDOAS PAIXAO INSPI 200ML,"R$ 19,41",1557
78909427,AGULHA 25X70 BD,"R$ 19,56",1558
78909700,MELAGRIAO SPRAY MENTA 30ML CATARINENSE,"R$ 49,07",1559
78911222,VICK VAPORUB 12G,"R$ 20,51",1560
78911246,VICK PYRENA MEL E LIMAO 5GX,"R$ 47,28",1561
78914971,LO HID PAIXAO RADIANTE 1X200ML,"R$ 15,76",1562
78915381,VALDA 18 GR,"R$ 48,36",1563
78918320,BALA FLORESTAL FLOPI DIET SORTIDA 40G,"R$ 43,33",1564
78918337,BALA FLORESTAL FLOPI DIET SORTIDA 40G,"R$ 49,34",1565
78918344,BALA FLORESTAL FLOPI DIET SORTIDA 40G,"R$ 15,90",1566
78918351,BALA FLORESTAL FLOPI DIET SORTIDA 40G,"R$ 36,15",1567
78918368,BALA FLORESTAL FLOPI DIET SORTIDA 40G,"R$ 44,42",1568
78922310,CHICLETE GOMA DE MASCAR MENTOS (GARRAFA) PURE FRESH MENTA,"R$ 46,30",1569
78922327,CHICLETE GOMA DE MASCAR MENTOS (GARRAFA) PURE FRESH MENTA,"R$ 48,29",1570
78923454,DEO REXO V8 ROLL 50ML,"R$ 25,70",1571
78924338,DEO REXONA ROL ON POWDER DRY 50ML,"R$ 17,92",1572
78924345,DR REXONA FEM BAMBOO &AMP; ALOE VERA 1X50ML,"R$ 38,79",1573
78924383,DEO REXO S PERF ROLL 50ML,"R$ 49,68",1574
78925588,LO HID PAIXAO ROMANTICA 1X200ML,"R$ 49,85",1575
78929395,DEO REXONA ROLL XTRA COOL 50ML,"R$ 45,86",1576
78930841,DES ROL REXONA COMPACT MASC V8 32G UN/0001,"R$ 24,22",1577
78934115,SOL 330ML,"R$ 14,54",1578
78934139,DEO REXONA ANTIBACTERIANO,"R$ 43,88",1579
78934696,PASTILHA TIC TAC 16GRS FRUTAS,"R$ 36,55",1580
78935334,VALDA AVENTURA 25G,"R$ 18,82",1581
78939257,REPARADOE DE PONTAS OLEO DE COCO 30ML,"R$ 23,42",1582
78939547,VALDA LATA DISPLAY 10X50GR-DEMAIS PROD,"R$ 47,39",1583
78940567,ORIGEM REP PONTAS ABACATE 30ML,"R$ 49,45",1584
78944831,DESODORANTE ROLLON REXONA FEMININO INVISIBLE 1X50ML,"R$ 19,56",1585
80761761,CHOC FERRERO KINDER BUENO WHITE 39GR,"R$ 19,98",1586
80853671,CHICLE GOMA MASCAR MENTOS (GARRAFA BIG) PURE FRESH MENTA,"R$ 33,89",1587
10343958111,MULTIFUNCIONAL EPSON ECOTANK L3250,"R$ 15,41",1588
11509031303,GRECIN 5 BARBA E BIGO CAST CLARO,"R$ 41,34",1589
11509031310,GRECIN 5 BARBA E BIGO CASTANHO,"R$ 40,00",1590
11509031327,GRECIN 5 BARBA E BIGO CAST ESC,"R$ 35,85",1591
11509031334,GRECIN 5 PRETO BARBA E BIGODE 1X1,"R$ 37,59",1592
12547963335,MASCARA TRIPLA BLANC COM ELASTICO CX C/50 UND,"R$ 73,56",1593
20800600347,ABSORVENTE TAMPAX INTERNO SUPER PLUS C/APLICADOR 1X10UN,"R$ 39,00",1594
20800750158,METAMUCIL SOLUVEL LARANJA 174G-OUTROS,"R$ 20,50",1595
39800014009,PILHA ENERGIZER MAX-SM-PALITO AAA2 1X2$,"R$ 42,76",1596
39800110091,BATERIA ENERGIZER 12V A23 BPZ2 6X2$,"R$ 22,29",1597
40141015709,NIACINAMIDA 97% 500MG C/60CPS FORTLIFE,"R$ 16,24",1598
40141149497,CASTANHA DA INDIA 500MG 60CAPS,"R$ 36,56",1599
40141774460,NEO PREMIUM SPIRULINA 60CPS 500MG,"R$ 33,42",1600
40141785435,FORTMAGRI BERBERINA 1500MG 60CPS(FENO GREGO+MOROSIL+CROMO),"R$ 25,64",1601
40232701795,NEO PREMIUM BOLSA TERMICA GEL 300ML P,"R$ 31,73",1602
40232701801,NEO PREMIUM BOLSA TERMICA GEL 600ML M,"R$ 32,55",1603
40232837555,AGUA MINERAL 20 LITROS CRISTALINA,"R$ 44,16",1604
40232941139,ALCOOL GEL SEPTPRO 440G C/ VALVULA PUMP,"R$ 32,40",1605
48101030000,ET AA 80X50MM COUCH FARMACIA PRECO BAIXO,"R$ 36,27",1606
50000298723,LEITE NAN SOJA NESTLE 800G,"R$ 18,12",1607
7900000000000,"""PASTA AMENDOIM POWER ONE TRAD. 1005KG"",","R$ 33,81",1608
7900000000000,"""PASTA AMENDOIM POWER ONE CROCAN. 1005KG"",","R$ 34,20",1609
70330144149,CANETA BIC CRISTAL TRADICIONAL COR SORTIDA 4X1 -SM-,"R$ 37,49",1610
70330717565,APARELHO BIC COMFORT 3 PELE SENSIVEL UN,"R$ 32,55",1611
70330738133,AP BIC SOLEIL RS/RX TRIMMER 2X1,"R$ 29,54",1612
70341281857,VINAGRE DE MACA 1000MG C/60CPS FORTLIFE,"R$ 28,29",1613
70341368183,DESODORANTE PRINCIPIA AEROSOL 70ML,"R$ 41,23",1614
70341368190,ANTITRANSPIRANTE DESODORANTE 20% CLORIDRATOS DE ALUMINIO + P,"R$ 26,32",1615
70341420836,FORT SILIMARINA 300MG 60CAPS,"R$ 35,88",1616
70501812921,NEUTROG NORWEGIAN CR MAOS 56G,"R$ 30,82",1617
71603003453,TRIM PINCA PONTA INCLINADA 5-29PG 6X1$,"R$ 37,17",1618
71603003460,TRIM TESOURA P/ UNHA PONTA CURVA 10-4PG$,"R$ 37,56",1619
71603125957,KIT MANICURE ISABABY BRANCO,"R$ 16,49",1620
71603126015,CORTADOR TRIM ISABABY MAO INFANTIL,"R$ 21,17",1621
71603211049,ISACARE PERSONAL CORTADOR DE UNHAS DISCO 1X1,"R$ 26,15",1622
71603211117,ISACARE PERSONAL PINCA PONTA QUADRADA,"R$ 13,73",1623
71603215221,TRIM CORTADOR UNHA MAO POTE 1 und,"R$ 48,75",1624
74468597327,FORT VINAGRE DE MACA VERMELHO 1000MG 60CAPS,"R$ 39,40",1625
76660008625,FIXODENT ORIGINAL 21G,"R$ 41,68",1626
76660008649,FIXODENT ORIGINAL 40G,"R$ 24,34",1627
76660008663,FIXODENT ORIGINAL 68G,"R$ 23,63",1628
79400052926,DESODORANTE STICK REXONA CLINICAL WOMEN 1X48GR,"R$ 44,53",1629
79400301161,DESODORANTE STICK REXONA FEMININO CLINICAL EXTRA DRY,"R$ 39,16",1630
79400500205,DESODORANTE STICK DOVE BARRA POWDER 1X45GR,"R$ 48,93",1631
79400500908,DESODORANTE STICK DOVE BARRA FRESH 1X45GR,"R$ 29,98",1632
79656082289,BANANA BOAT GENTLE PROTECT BABY FPS 50 180ML$,"R$ 13,17",1633
79656511161,PROTETOR SOLAR FPS 50 BANANA BOAT - 180ML,"R$ 19,07",1634
79656529319,BANANA BOAT DRY BALANCE FPS 50 AERO 170GR,"R$ 17,02",1635
79656550559,PROTETOR SOLAR FPS 50 BANANA BOAT - 60ML,"R$ 22,04",1636
88300162505,CALVIN KLEIN EUPHORIA FEM EAU DE PARFUM 100ML,"R$ 13,48",1637
7900000000000,"""MOMENT 0025% LC ROLL-ON 60ML"",","R$ 33,68",1638
7890000000000,"""NITRATO DE FENTICONAZOL 002G CREM VAG BG 40G+7APLIC EUROFAR"",","R$ 14,46",1639
7900000000000,"""VAGICAND 002GG CREM VAG BG 40G+7APLIC"",","R$ 13,95",1640
7900000000000,"""DROSPIRENONA+ETINILESTRADIOL 3MG+002MG 24 CPR"",","R$ 30,52",1641
7890000000000,"""MOLIERI 20 3+002MG 30CPR SN""","R$ 26,17",1642
7900000000000,"""DROSPIRENONA+ETINIL 3+002MG 72 CPRS"",","R$ 33,19",1643
7900000000000,"""IUMI 3+002MG 72CPR"",","R$ 27,15",1644
7900000000000,"""IUMI ES 3MG+002MG C 90 COMP REV"",","R$ 47,78",1645
7900000000000,"""FEMINIQUE 20 3+002MG C/24CP REV"",","R$ 22,64",1646
7890000000000,"""DROSP.+ETINILESTR. 3+002MG CX 72 COMP"",","R$ 169,42",1647
7900000000000,"""LUMIGAN 003% COLIRIO 3ML"",","R$ 13,37",1648
7900000000000,"""LUMIGAN 003% COLIRIO 5ML"",","R$ 23,62",1649
301000000000,OPTI FREE REPLENISH 300ML+120ML-DEMAIS PROD,"R$ 21,51",1650
301000000000,OPTI FREE PURE MOIST PROMOCIONAL,"R$ 30,42",1651
301000000000,SYSTANE COMPLETE 10ML,"R$ 35,37",1652
301000000000,SYSTANE ULTRA S/ CONSERV 10ML,"R$ 19,98",1653
301000000000,SYSTANE HIDRATACAO 10ML,"R$ 46,92",1654
301000000000,OPTI FREE EXPRESS PROM 355+120GR,"R$ 41,90",1655
301000000000,OPTI-FREE EXPRESS 2 FRA C 355ML,"R$ 33,40",1656
301000000000,VITALUX VISAO 2.0 C/120 CAPS,"R$ 38,15",1657
310000000000,BOSTON SIMPLUS SOL 120ML,"R$ 42,07",1658
7900000000000,"""CIPROTERONA+ETINIL 2+0035MG 63 CPRS"",","R$ 26,70",1659
7900000000000,"""DUNIA 35 2+0035MG C/63 COMP REV-SIMILAR"",","R$ 41,04",1660
7910000000000,"""ACETATO DE CIPROTERONA + ETINIL 2MG+0035MG X 21 COM REV (CL"",","R$ 26,14",1661
383000000000,AG PARA CANETA 8MM 100UN FM BECTO,"R$ 40,17",1662
383000000000,AGULHA INSULINA P/ CANETA BD 5MM 1 UNID,"R$ 25,58",1663
383000000000,SERINGA UF 10X10 INSULINA 1ML 6X025,"R$ 30,64",1664
7900000000000,"""PREVYASM 3MG+003MG 21 CPR"",","R$ 26,76",1665
7890000000000,"""DROSPIR+ETINIL 3+003MG 21CP EUROFARMA"",","R$ 25,19",1666
7900000000000,"""FUCSIA FEM 3+003MG 21CPR(DROSP+ETINIL)"",","R$ 45,22",1667
7900000000000,"""FEMINIQUE CONTI 3+003MG 28COMP"",","R$ 44,17",1668
7890000000000,"""YASMIN 3MG+003MG 63+21CPR"",","R$ 32,24",1669
7890000000000,"""AMORA 2MG+003MG 63CPR"",","R$ 15,63",1670
7890000000000,"""MOLIERI 30 3+003MG 63CPR-SIMILAR""","R$ 26,87",1671
7910000000000,"""CHERRY 2+003MG C 28 COMP REV""","R$ 20,47",1672
7910000000000,"""CHERRY 2+003MG C/21 COMP REV"",","R$ 47,84",1673
7900000000000,"""FEMINIQUE30 3+003MG C/21 CP REV"",","R$ 41,87",1674
7900000000000,"""ELO 3+003MG CX 21 COMP"",","R$ 179,41",1675
7900000000000,"""TRAVAMED MT 004+5MG ML OFT2,5ML""","R$ 22,95",1676
7900000000000,"""TRAVAMED 004MG SOL OFT 2,5ML"",","R$ 35,46",1677
7900000000000,"""TRAVOPROSTA 004MG SOL OFT C/2,5ML/NOQ"",","R$ 21,17",1678
7900000000000,"""TRAVOPROSTA 004MG/ML OFT 2,5ML TEUTO"",","R$ 27,39",1679
7900000000000,"""TRAVOPTIC 004MG/ML SOL OFT2,5ML"",","R$ 29,14",1680
7900000000000,"""RELESTAT 005% COLIRIO 5ML""","R$ 36,38",1681
7900000000000,"""DEXMINE 005+0,4MGML XPE FR 120ML""","R$ 18,40",1682
7900000000000,"""LATANOPROSTA 005MGML SOL 2,5ML EMS (GELADEIRA)"",","R$ 31,36",1683
603000000000,TRIBULLUS TERRESTRIS + MACA PERUANA 60 CAPS,"R$ 45,75",1684
603000000000,TRIBULUS TERRESTRIS XL C/60 CAPSULAS,"R$ 38,92",1685
603000000000,SERUM 10% NIACINAMIDA + ZINCO PCA PRINCIPIA SKINCARE NC-10 C,"R$ 46,18",1686
603000000000,SERUM 10% ACIDO MANDELICO + ALFA-ARBUTIN PRINCIPIA SKINCARE,"R$ 43,93",1687
603000000000,SERUM 2% ALFA-ARBUTIN + 10% GLUCONOLACTONE PRINCIPIA SKINCAR,"R$ 22,09",1688
603000000000,SERUM NIACINAMIDA 30ML PRINCIPIA,"R$ 45,04",1689
607000000000,PAO DE ALHO TRADICIONAL 350G,"R$ 24,80",1690
610000000000,SERUM + CAFEINA + TRANEXAMICO + FER 30ML PRINCIPIA,"R$ 45,08",1691
610000000000,SERUM VITAMINA C 10% + ACIDO FERULICO PRINCIPIA SKINCARE VC-,"R$ 59,37",1692
